,PAROLES,Domaine,Langue
15564,"OK, mais si vous avez une réservation, il n'y a pas de problème",6,zh-tw
15565,"ok mais si vous avez des réservations, il n'y a pas de problèmes",6,co
15566,"ok, mais si vous avez des réservations, pas de problème",6,hr
15567,"ok mais si vous avez des réservations, pas de problème",6,cs
15568,"ok mais si vous avez des réservations, pas de problème",6,da
15569,"ok, mais si vous avez des réservations, il n'y a pas de problèmes",6,nl
15570,"ok mais si vous avez des réservations, il n'y a pas de problèmes",6,en
15571,"ok mais si vous avez des réservations, pas de problème",6,eo
15572,"ok mais si vous avez des réservations, pas de problème",6,et
15573,ok mais si tu as une réservation pas de problème,6,tl
15574,"ok mais si vous avez des réservations, pas de problème",6,fi
15575,"ok, mais si vous faites une réservation, il n'y a aucun problème",6,fy
15576,"ok mais si vous avez des réservations, pas de problème",6,gl
15577,"OK, mais si vous avez une réservation, pas de problème",6,ka
15578,"D'accord, mais si vous avez des réservations, il n'y a aucun problème.",6,de
15579,"ok mais si vous avez des réservations, pas de problème",6,el
15580,Ok mais pas de problème si vous avez une réservation,6,gu
15581,"ok mais si vous avez une réservation, pas de problème",6,ht
15582,mais si tu as des économies il n'y a pas de problème,6,ha
15583,Oui mais si tu as des esclaves il n'y a pas de problème,6,haw
15584,"OK mais si vous avez des commandes, pas de problème",6,iw
15585,"OK mais si vous avez des commandes, pas de problème",6,he
15586,"Ok, mais si vous avez une réservation, pas de problème",6,hi
15587,"ok mais si vous avez des réservations, pas de problème",6,hmn
15588,"c'est bien, mais si vous avez des réservations, pas de problème",6,hu
15589,"ok mais si vous avez des réservations, pas de problème",6,is
15590,ok mais si tu as une réservation pas de problème,6,ig
15591,"ok mais si vous avez une réservation, il n'y a pas de problème",6,id
15592,"ok mais si vous avez des réservations, pas de problème",6,ga
15593,"ok mais si vous avez des réservations, il n'y a pas de problèmes",6,it
15594,"Ok, mais si vous avez une réservation, pas de problème",6,ja
15595,"ok mais si vous avez une réservation, pas de problème",6,jw
15596,"Ok mais si vous avez une réservation, pas de problème",6,kn
15597,"ok, mais si vous avez une réservation, pas de problème",6,kk
15598,"OK, mais si vous avez une réservation, ce n'est pas grave.",6,km
15599,D'accord. Mais il n'y a aucun problème si vous faites une réservation.,6,ko
15600,ok mais pas de problème si tu as des réserves,6,ku
15601,"ok mais si vous avez des réservations, alors pas de problèmes",6,ky
15602,"ok mais si vous avez une réservation, pas de problème du tout",6,lo
15603,"ok mais s'il y a des exceptions, il n'y a pas de problèmes",6,la
15604,"ok mais si vous avez des réservations, pas de problème",6,lv
15605,"ok mais si vous avez des réservations, pas de problème",6,lt
15606,"ok mais si vous avez des réservations, il n'y a pas de problèmes",6,lb
15607,"ok mais si vous avez des réservations, pas de problème",6,mk
15608,"ok mais si vous avez une réservation, pas de problème",6,mg
15609,ok mais si tu as une réservation pas de problème,6,ms
15610,Ok mais pas de problème si vous avez une réservation,6,ml
15611,"ok mais si vous avez des réservations, il n'y a pas de problèmes",6,mt
15612,"ok mais si vous avez une réservation, pas de problème",6,mi
15613,Ok mais pas de problème si vous avez des réservations,6,mr
15614,"Ok, mais si vous avez une réservation, pas de problème",6,mn
15615,ok mais pas de problème si vous faites une réservation.,6,my
15616,"Ok mais si vous avez une réservation, pas de problème",6,ne
15617,"ok mais si vous avez des réservations, pas de problème",6,no
15618,"Ok mais si vous avez des réservations, pas de problèmes",6,or
15619,Ok mais si tu as des réserves alors pas de problème,6,ps
15620,"C'est bien mais si tu as une réservation, pas de problème",6,fa
15621,"ok, mais si vous avez des réservations, pas de problèmes",6,pl
15622,"ok mais si vous avez des réservations, pas de problème",6,pt
15623,"Ok mais si vous avez des réservations, pas de problème",6,pa
15624,"ok, mais si vous avez des réservations, il n'y a pas de problèmes",6,ro
15625,"ok mais si vous avez une réservation, il n'y a pas de problème",6,ru
15626,"ok mais si vous avez une réservation, pas de problème",6,sm
15627,ok mais si tu as des doutes pas de problème,6,gd
15628,"ok, mais si vous avez des réservations, pas de problème",6,sr
15629,"ok, mais si tu as des abonnements, pas de problème",6,st
15630,"ok mais si vous avez des réservations, il n'y a pas de problème",6,sn
15631,"Ok mais si vous avez des réservations, pas de problème",6,sd
15632,Ok mais pas de problème si vous avez des réservations,6,si
15633,"ok, mais si vous avez des réservations, pas de problèmes",6,sk
15634,"ok, mais si vous avez des réservations, pas de problème",6,sl
15635,"ok mais si vous avez une réservation, pas de problème",6,so
15636,"D'accord, mais si vous avez des réservations, il n'y a aucun problème.",6,es
15637,"ok mais si vous avez des réservations, pas de problème",6,su
15638,"ok mais si tu as une chance, il n'y a pas de problèmes",6,sw
15639,"ok mais si vous avez des réservations, pas de problème",6,sv
15640,"ok, mais si vous avez une réservation, pas de problème",6,tg
15641,Ok mais pas de problème si vous avez une réservation,6,ta
15642,"Ok mais si vous avez des réservations, pas de problème",6,te
15643,"OK, mais si vous réservez, pas de problème.",6,th
15644,"ok mais si tu as une réservation, ça va",6,tr
15645,"ok, mais si vous avez une réservation, pas de problème",6,uk
15646,"Ok mais si vous avez des réservations, pas de problème.",6,ur
15647,"Oui, mais pas de problème si vous avez des réservations",6,ug
15648,"Ok, mais si vous avez des réservations, pas de problème",6,uz
15649,"ok mais si vous réservez à l'avance, il n'y a pas de problème",6,vi
15650,ok mais si tu as des doutes pas de problème,6,cy
15651,ok mais si tu as une réservation pas de problème,6,xh
15652,"Ok mais si vous avez des réservations, il n'y a pas de problèmes",6,yi
15653,"ok mais si vous avez des réservations, il n'y a pas de problèmes",6,yo
15654,"ok mais si vous avez une réservation, pas de problème",6,zu
15655,tout le monde est au même niveau,10,af
15656,tout le monde est au même niveau,10,sq
15657,Tout le monde est au même niveau,10,am
15658,Tout le monde est égal,10,ar
15659,tout le monde est sur un pied d'égalité,10,hy
15660,Tout le monde est égal,10,az
15661,tout le monde est au même niveau,10,eu
15662,tout le monde est sur un pied d'égalité,10,be
15663,Tout le monde est sur un pied d'égalité,10,bn
15664,tout le monde est au même niveau,10,bs
15665,tout le monde est au même niveau,10,bg
15666,ils sont tous au même niveau,10,ca
15667,tout est au même niveau,10,ceb
15668,tout le monde est au même niveau,10,ny
15669,tout le monde est au même niveau,10,zh-cn
15670,tout le monde est au même niveau,10,zh-tw
15671,tout le monde est au même niveau,10,co
15672,tout le monde est au même niveau,10,hr
15673,tout le monde est au même niveau,10,cs
15674,tout le monde est au même niveau,10,da
15675,tout le monde est au même niveau,10,nl
15676,tout le monde est au même niveau,10,en
15677,tout le monde est au même niveau,10,eo
15678,tout le monde est sur un pied d'égalité,10,et
15679,tout le monde est au même niveau,10,tl
15680,tout le monde est au même niveau,10,fi
15681,tout le monde est au même niveau,10,fy
15682,tout le monde est au même niveau,10,gl
15683,Tout le monde est au même niveau,10,ka
15684,tout le monde est sur un pied d'égalité,10,de
15685,tout le monde est au même niveau,10,el
15686,Tout le monde est au même niveau,10,gu
15687,tout le monde est au même niveau,10,ht
15688,tout le monde est au même niveau,10,ha
15689,tout le monde est au même niveau,10,haw
15690,Tout le monde est au même niveau,10,iw
15691,Tout le monde est au même niveau,10,he
15692,tout le monde est au même niveau,10,hi
15693,tout le monde est au même niveau,10,hmn
15694,tout le monde est au même niveau,10,hu
15695,tout le monde est au même niveau,10,is
15696,tout le monde est sur un pied d'égalité,10,ig
15697,tout le monde est au même niveau,10,id
15698,Tout le monde est égal,10,ga
15699,tout le monde est au même niveau,10,it
15700,tout le monde est au même niveau,10,ja
15701,tout le monde est au même niveau,10,jw
15702,Tous sont ègaux,10,kn
15703,tout est au meme niveau,10,kk
15704,Tout le monde est sur un pied d'égalité,10,km
15705,Tout le monde est au même niveau,10,ko
15706,tout le monde est au même niveau,10,ku
15707,tout est au meme niveau,10,ky
15708,Tout le monde est au même niveau,10,lo
15709,tout le monde également,10,la
15710,tout le monde est au même niveau,10,lv
15711,tout le monde est au même niveau,10,lt
15712,tout le monde est au même niveau,10,lb
15713,tout le monde est au même niveau,10,mk
15714,tout le monde est au même niveau,10,mg
15715,tout le monde est au même niveau,10,ms
15716,Tous sont sur un pied d'égalité,10,ml
15717,tout le monde est au même niveau,10,mt
15718,tout le monde est au même niveau,10,mi
15719,Tout le monde est au même niveau,10,mr
15720,tout le monde est au même niveau,10,mn
15721,Tout le monde est sur un pied d'égalité.,10,my
15722,Tous sont au même niveau,10,ne
15723,tout le monde est au même niveau,10,no
15724,Tout le monde est au même niveau,10,or
15725,Tout le monde est sur un pied d'égalité,10,ps
15726,Tout le monde est au même niveau,10,fa
15727,tout le monde est au même niveau,10,pl
15728,tout le monde est au même niveau,10,pt
15729,Tout le monde est au même niveau,10,pa
15730,tout le monde est au même niveau,10,ro
15731,tout est au même niveau,10,ru
15732,Tout le monde est égal,10,sm
15733,tout le monde est au même niveau,10,gd
15734,tout le monde est au même niveau,10,sr
15735,tous sont ègaux,10,st
15736,tout le monde est sur un pied d'égalité,10,sn
15737,Tout le monde est au même niveau,10,sd
15738,Tout le monde est au même niveau,10,si
15739,tout le monde est au même niveau,10,sk
15740,tout le monde est au même niveau,10,sl
15741,Tout le monde est égal,10,so
15742,tout le monde est au même niveau,10,es
15743,tout le monde est au même niveau,10,su
15744,tout le monde est au même niveau,10,sw
15745,tout le monde est au même niveau,10,sv
15746,tout le monde est sur un pied d'égalité,10,tg
15747,Tous sont ègaux,10,ta
15748,Tous sont ègaux,10,te
15749,Tout le monde est sur un pied d'égalité.,10,th
15750,tout le monde est au même niveau,10,tr
15751,tout le monde est sur un pied d'égalité,10,uk
15752,Tout le monde est au même niveau,10,ur
15753,Tous les hommes sont égaux,10,ug
15754,Tout le monde est égal,10,uz
15755,Tout le monde est au même niveau,10,vi
15756,tout le monde est au même niveau,10,cy
15757,tout le monde est sur un pied d'égalité,10,xh
15758,Tout le monde est au même niveau,10,yi
15759,tout le monde est au même niveau,10,yo
15760,tout le monde est sur un pied d'égalité,10,zu
15761,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans un système coopératif un peu fantaisiste, l'argent finit si vous essayez de minimiser le genre, le bien, les choses personnelles que vous pourrez faire, mais cela ne vous servira à rien. ça ne sert à rien",17,af
15762,"oui, mais avec lequel je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans un système coopératif un peu fantaisiste, avoir de l'argent, enfin, si vous essayez de minimiser le genre, le bien, le bien personnel, vous y arriverez, mais là ça ne te sera pas d'une grande utilité",17,sq
15763,"Oui, je suis tout à fait d'accord, mais ce que je veux dire, c'est que si vous essayez de gagner de l'argent dans un système coopératif virtuel, en fin de compte, vous essayez de réduire le bien, mais cela ne vous sera pas d'une grande utilité.",17,am
15764,"Oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif quelque peu imaginaire, vous auriez éventuellement de l'argent si vous essayiez de minimiser le genre de bonté et de bien personnel que vous pourriez obtenir, mais cela ne serait pas d'une grande utilité pour toi",17,ar
15765,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est qu'avoir de l'argent dans un système coopératif un peu imaginé, enfin, si vous essayez de minimiser le genre de bien, aussi bon soit-il, et le bien personnel, vous pourrez mais c'est à vous de décider.",17,hy
15766,"oui, mais je suis tout à fait d'accord, mais ce que j'essaie de dire, c'est que si vous finissez par avoir de l'argent dans un système coopératif quelque peu fantaisiste, vous pouvez l'obtenir si vous essayez de minimiser votre bien personnel, mais cela ne vous servira à rien. beaucoup de bien.",17,az
15767,oui mais je suis tout à fait d'accord mais ce que je veux dire c'est,17,eu
15768,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans un système coopératif un peu artificiel, il y a de l'argent dedans, si vous essayez de minimiser le bien, le bien personnel, vous pouvez, mais cela ne vous fera pas grand-chose bien",17,be
15769,"Ouais, mais je suis tout à fait d'accord, mais ce que j'essaie de dire, c'est qu'un système coopératif quelque peu fantaisiste a du sens si vous finissez par essayer de minimiser le genre de bien personnel que vous pouvez faire, mais cela ne vous fera pas grand-chose.",17,bn
15770,"oui, mais je suis tout à fait d'accord avec ça, mais ce que je veux dire, c'est que dans un système coopératif un peu fantaisiste, vous avez finalement de l'argent si vous essayez de minimiser le genre de bien et de bien personnel, mais cela ne vous fera pas grand bien",17,bs
15771,"oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif un peu fantaisiste, tu as de l'argent, au final, si tu essaies de minimiser le genre, le bien, le personnel, tu peux, mais c'est gagné ça ne sera pas d'une grande utilité pour toi",17,bg
15772,"oui, mais avec ça je suis entièrement d'accord, mais ce que je veux dire c'est que dans un système de collaboration un peu fantaisiste, avoir de l'argent éventuellement si vous essayez de minimiser le genre, le bien, le bien personnel, vous y arriverez, mais ce n'est pas le cas. Je ne t'aurai pas, ça ne servira à rien.",17,ca
15773,oui mais je suis vraiment d'accord mais ce que je veux dire c'est que dans un système coopératif un peu imaginaire où il y a de l'argent à la fin si tu essaies de bien réduire la classe le bénéfice personnel tu peux en faire mais ça ne s'applique pas à toi.,17,ceb
15774,"ouais mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un partenariat fantastique avec de l'argent, en fin de compte, si vous essayez de minimiser le bien, vous pouvez vous le permettre mais cela ne fonctionnera pas pour vous.",17,ny
15775,"Ouais, mais je suis tout à fait d'accord, mais je veux dire, dans un système collaboratif un peu fantaisiste, si vous essayez de minimiser le bénéfice personnel que vous pouvez en tirer, alors vous allez vous retrouver avec de l'argent, mais c'est pour vous. Dit ça ne servait pas à grand chose",17,zh-cn
15776,"Ouais, mais je suis tout à fait d'accord, mais je veux dire, dans un système collaboratif un peu fantaisiste, si vous essayez de minimiser le bénéfice personnel que vous pouvez en tirer, alors vous allez vous retrouver avec de l'argent, mais c'est pour vous. Dit ça ne servait pas à grand chose",17,zh-tw
15777,"Oui, mais ça je suis tout à fait d'accord, mais ce que je veux dire c'est que dans un système de collaboration un peu fantaisiste avoir de l'argent enfin si vous essayez de minimiser le type le bien le bien personnel vous pouvez mais cela ne vous sera pas très utile.",17,co
15778,oui mais oui je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif un peu fantaisiste tu as enfin de l'argent si tu essaies de minimiser le bien et le bien personnel mais ça ne te fera pas grand bien,17,hr
15779,"oui, mais je suis tout à fait d'accord, mais ce que je dis, c'est que dans un système collaboratif un peu fantaisiste, avoir enfin de l'argent, si vous essayez de minimiser le genre de bien et de bien personnel, vous y arriverez, mais ce ne sera pas le cas. est-ce que ça te fait du bien",17,cs
15780,"oui, mais je suis tout à fait d'accord avec ça, mais ce que je veux dire c'est que dans un système coopératif un peu fantaisiste, tu as enfin de l'argent, si tu essaies de minimiser ce genre de bien, le bien personnel, tu vas pouvoir, mais ça ne te sera pas d'une grande utilité",17,da
15781,"Oui, mais je suis entièrement d'accord avec cela, mais ce que je veux dire, c'est que dans un système de coopération un peu fantaisiste, vous pouvez enfin avoir de l'argent si vous essayez de minimiser le bien, le bien-être personnel, mais cela ne vous rapportera pas grand-chose.",17,nl
15782,ouais mais ça je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système collaboratif un peu fantasmé avoir de l'argent enfin si tu essaies de minimiser le genre le bien le bien personnel tu pourras mais ça ne te servira pas à grand chose,17,en
15783,oui mais je suis tout à fait d'accord avec ça mais ce que je veux dire c'est que dans un système coopératif un peu fantaisiste avoir de l'argent au final si vous essayez de minimiser le genre de bien le bien personnel vous pourrez le faire mais cela ne vous fera pas grand chose bien.,17,eo
15784,"oui, mais je suis tout à fait d'accord avec ça, mais ce que je veux dire, c'est que dans un système coopératif un peu fantaisiste, en fin de compte, l'argent est là si vous essayez de minimiser la bonté, le bénéfice personnel que vous en retirez, mais ce n'est pas le cas. ça ne te fait pas beaucoup de bien",17,et
15785,oui mais je suis tout à fait d'accord mais je veux dire dans un système collaboratif un peu fantasmé avec de l'argent au final si tu essaies de minimiser le genre de bien personnel que tu peux faire mais ça ne te sera pas utile,17,tl
15786,ouais mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif un peu fantasmé il y a de l'argent au final si tu essaies de minimiser le bon bénéfice personnel tu peux mais ça ne te sert pas à grand chose,17,fi
15787,oui mais je suis tout à fait d'accord avec ça mais ce que je veux dire c'est que dans un système coopératif un peu fantasmé tu auras enfin de l'argent si tu essaies de minimiser le genre de bien le bien personnel tu peux mais ça ne te fera pas grand bien,17,fy
15788,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire c'est que dans un système collaboratif un peu fantasmé d'avoir de l'argent enfin si tu essaies de minimiser le type le bien le bien personnel tu pourras mais ça ne t'aidera pas beaucoup.",17,gl
15789,"Ouais, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est qu'avoir de l'argent dans un système collaboratif quelque peu fantaisiste, en fin de compte, si vous essayez de minimiser ce qui est bon, votre bien personnel, vous le pouvez, mais ce n'est pas le cas. vous fait beaucoup de bien.",17,ka
15790,"Oui, mais je suis entièrement d'accord avec ça, mais ce que je veux dire, c'est que dans un système collaboratif un peu fantaisiste, vous pouvez enfin avoir de l'argent si vous essayez de minimiser le genre, le bien et le bien personnel, mais cela ne vous servira pas à grand-chose.",17,de
15791,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans une sorte de système coopératif fantastique, avoir de l'argent, éventuellement, si vous essayez de minimiser le genre, le bien et le bien personnel, vous y parviendrez, mais cela ne sera pas très utile.",17,el
15792,"Oui mais je suis tout à fait d'accord mais ce que je veux dire c'est qu'il y a de l'argent dans un système d'affiliation un peu fantaisiste, si vous essayez de minimiser le genre de bien et de bien personnel que vous pouvez faire, cela ne vous sera pas d'une grande utilité.",17,gu
15793,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire c'est que dans un système de collaboration un peu fantasmé, il y a de l'argent au final si vous essayez de minimiser la qualité de votre bien personnel, mais cela ne vous sera pas très utile.",17,ht
15794,Oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un programme d'affiliation très intéressant et rentable au final si vous essayez de réduire le type de bonnes choses que vous pouvez obtenir mais cela ne fonctionnera pas tellement avec vous.,17,ha
15795,"Oui, mais je suis tout à fait d'accord, mais mon point est que dans un système d'entreprise avec des revenus, si vous essayez de minimiser la qualité du bien-être personnel, vous le pouvez, mais cela ne vous sert pas à grand-chose.",17,haw
15796,Oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif un peu fantasmatique il y a enfin de l'argent si tu essaies de minimiser le bien le bien personnel tu peux mais ça ne t'aidera pas beaucoup,17,iw
15797,Oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif un peu fantasmatique il y a enfin de l'argent si tu essaies de minimiser le bien le bien personnel tu peux mais ça ne t'aidera pas beaucoup,17,he
15798,"Oui, mais je suis entièrement d'accord avec cela, mais ce que je veux dire, c'est qu'avoir de l'argent dans un système collaboratif un peu imaginatif, si vous essayez de le réduire, vous réussirez individuellement, mais cela ne sera pas très utile.",17,hi
15799,oui mais ce avec quoi je suis d'accord mais ce que je veux dire c'est que dans un peu de coopération il y a de l'argent au final si tu essaies de diminuer la qualité de la qualité individuelle tu le feras oui mais ça ne te servira pas à grand chose .,17,hmn
15800,"oui, mais je suis tout à fait d'accord avec ça, mais je pense que dans un système coopératif un peu fantaisiste, il y aura enfin de l'argent si vous essayez de minimiser le genre de bien qui pourra vous bénéficier personnellement, mais ce ne sera pas le cas. vous fait beaucoup de bien.",17,hu
15801,oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système d'affiliation un peu fantasmé avoir de l'argent finalement si vous essayez de minimiser le bien est un gain personnel vous pourrez mais cela ne vous profitera pas beaucoup,17,is
15802,"Oui mais je suis tout à fait d'accord, mais ce que je dis c'est que dans un partenariat un peu fantasmé, tu gagnes de l'argent au final, si tu essaies de réduire la qualité du produit, tu y arriveras, mais ça ne marchera pas . vous bénéficiez grandement.",17,ig
15803,"ouais mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système collaboratif un peu fantasmé, avoir de l'argent finalement si tu essaies de minimiser le genre de bien, de bien personnel, tu y arriveras mais ça ne te fera pas grand chose bien",17,id
15804,"ouais mais je suis tout à fait d'accord mais je veux dire, si vous essayez de minimiser le genre de bien personnel, vous pourrez avoir de l'argent dans un système coopératif, c'est bien mais cela ne vous sera pas très utile",17,ga
15805,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans un système collaboratif un peu imaginatif, avoir enfin de l'argent si vous essayez de minimiser le bien, le bien personnel, vous y arriverez, mais ce ne sera pas de très utile",17,it
15806,"Oui, mais je suis tout à fait d'accord avec ça, mais ce que je dis, c'est que dans un système coopératif un peu fantaisiste, si vous vous retrouvez avec de l'argent, si vous essayez de minimiser le type de gain personnel, c'est possible, mais cela signifie que ne vous sera pas d'une grande utilité",17,ja
15807,"oui, mais je suis tout à fait d'accord, mais ce que je veux c'est que dans un système de collaboration qui est un peu fantastique, avoir de l'argent à la fin si vous essayez de minimiser le bon type pour votre bien personnel cela fonctionnera mais cela ne sera pas utile pour toi.",17,jw
15808,"Oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que si vous essayez de réduire l'argent dans un système coopératif quelque peu imaginaire, cela ne vous servira finalement pas à grand-chose si vous essayez de réduire votre bien personnel.",17,kn
15809,"oui, mais je suis tout à fait d'accord, mais ce que j'essaie de dire, c'est qu'en ayant de l'argent dans un système coopératif un peu fantaisiste, si vous essayez de minimiser le type de bien privé, vous pouvez le faire vous-même, mais ce n'est pas le cas. va vous faire beaucoup de bien.",17,kk
15810,"Oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans un système collaboratif un peu imaginatif, il y a de l'argent, finalement si vous essayez de réduire le bon, le bon, le personnel, vous y arriverez, mais cela ne vous sera pas très utile.",17,km
15811,"Oui, mais je suis entièrement d'accord. Mais ce que je veux dire, c'est que dans un système coopératif quelque peu fantaisiste, si vous finissez par gagner de l'argent, vous pouvez l'obtenir en essayant de minimiser vos intérêts personnels et vos profits, mais ce n'est pas très utile.",17,ko
15812,"oui mais je suis tout à fait d'accord mais ce que je dis c'est que dans un système coopératif un peu imaginaire où il y a de l'argent à la fin si vous essayez de réduire le type de gain personnel, vous pourrez le faire mais ce sera très utile car tu ne le sois pas",17,ku
15813,"oui, mais je suis tout à fait d'accord, mais ce que je dis, c'est qu'en ayant de l'argent dans un système coopératif un peu fantaisiste, si vous essayez de réduire le type de bien privé, vous obtiendrez un bien privé, mais cela ne vous servira à rien beaucoup de bien.",17,ky
15814,Oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que même dans un hypothétique système de coopération il y a de l'argent à la fin si vous essayez de réduire le bien du bien personnel que vous pourrez faire mais cela ne vous sera pas très utile.,17,lo
15815,"Et je me souviens que je suis entièrement d'accord, mais ce que je dis, c'est que dans un système collaboratif fantastique, vous finirez par essayer de réduire la qualité de votre bien personnel, mais cela ne vous fera pas beaucoup de bien.",17,la
15816,"oui, mais je suis tout à fait d'accord, mais je pense qu'il y a enfin de l'argent dans un système coopératif un peu fantaisiste, si vous essayez de réduire le bien et le bénéfice personnel vous pourrez, mais cela ne vous sera pas très utile.",17,lv
15817,"oui mais je suis tout à fait d'accord mais je veux dire dans un système coopératif un peu fantaisiste, vous avez enfin de l'argent si vous essayez de réduire votre bien personnel mais cela ne vous fera pas grand bien.",17,lt
15818,oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système collaboratif un peu fantasmé ayez enfin de l'argent si vous essayez de minimiser le genre de bien le bien personnel vous pourrez mais cela ne vous sera pas d'une grande utilité,17,lb
15819,"oui, mais je suis tout à fait d'accord avec ça, mais ce que j'essaie de dire, c'est que dans un système collaboratif un peu sophistiqué pour avoir de l'argent, finalement, si vous essayez de minimiser le genre de bien et le bien personnel, vous pouvez , mais cela ne vous sera pas d'une grande utilité",17,mk
15820,"oui, je suis tout à fait d'accord, mais ce que je veux dire, c'est qu'en fin de compte, les riches sont dans un système coopératif un peu fantastique. Si vous essayez de minimiser la bonté du bien personnel, ce n'est pas si bon que c'est le vôtre.",17,mg
15821,oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système collaboratif c'est un peu un fantasme d'avoir de l'argent au final si tu essaies de minimiser le genre de bien personnel que tu obtiendras mais ça ne te fera rien bien,17,ms
15822,"Ouais, mais je suis tout à fait d'accord avec ça, mais je veux dire, dans un système coopératif assez imaginatif, si vous essayez de réduire le genre de bonté possible, cela ne vous fera pas grand bien.",17,ml
15823,oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système collaboratif un peu fantasmé tu auras de l'argent au final si tu essaies de minimiser le bon type de richesse personnelle tu pourras mais ça ne te servirait pas à grand chose,17,mt
15824,"oui mais je suis tout à fait d'accord mais ce que je veux dire c'est que dans un système coopératif imaginaire, vous finissez par gagner de l'argent si vous essayez de réduire le genre de bien que les gens peuvent vous faire mais cela ne vous profite pas vraiment.",17,mi
15825,"Ouais, mais je suis tout à fait d'accord, mais je veux dire qu'il y a de l'argent dans un système collaboratif sophistiqué, après tout, si vous essayez de faire le strict minimum, vous ferez le meilleur bien individuel, mais cela ne vous fera pas grand-chose.",17,mr
15826,"Ouais, mais je suis tout à fait d'accord, mais ce que je dis c'est que, dans un système coopératif légèrement imaginé, si vous essayez de minimiser le bien personnel, vous vous retrouverez avec de l'argent, mais cela ne vous servira pas à grand-chose.",17,mn
15827,"Ouais, mais je suis tout à fait d'accord, mais je veux dire qu'un système coopératif sophistiqué a de l'argent, donc finalement, si vous essayez de réduire le type gentil, vous le ferez, mais cela ne vous servira à rien.",17,my
15828,"Ouais, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est qu'avoir de l'argent dans une sorte de système coopératif imaginaire, en fin de compte, si vous essayez de minimiser le genre de bonnes choses personnelles, vous pourrez le faire, mais cela ne sera pas très utile pour toi.",17,ne
15829,"oui mais je suis tout à fait d'accord avec ça mais ce que je veux dire c'est que dans un système coopératif un peu fantaisiste, vous avez enfin de l'argent si vous essayez de minimiser le genre de bien, le record personnel que vous pourrez faire mais cela ne servira pas à grand-chose pour vous",17,no
15830,Ouais mais je suis tout à fait d'accord mais je veux dire qu'il y a de l'argent dans des systèmes coopératifs un peu fantaisistes si au final vous finissez par essayer d'en faire moins pour améliorer votre bien personnel mais cela ne vous sera pas d'une grande utilité.,17,or
15831,"Ouais mais je suis tout à fait d'accord mais je veux dire dans un système coopératif imaginaire qui a de l'argent à la fin si vous essayez de réduire ce genre de bien personnel, vous le pouvez mais cela ne vous sera pas très utile.",17,ps
15832,"Oui, mais je suis tout à fait d'accord, mais mon point est que dans un système coopératif quelque peu imaginaire, avoir de l'argent finira par être possible si vous essayez de minimiser le type de bien pour un gain personnel, mais cela ne vous servira à rien.",17,fa
15833,"oui, mais je suis tout à fait d'accord avec ça, mais ce que je veux dire c'est que dans un système de coopération un peu imaginaire, avoir de l'argent sera finalement possible si vous essayez de minimiser le bien-être personnel, mais cela ne vous sera pas d'une grande utilité",17,pl
15834,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans un système collaboratif un peu fantasmé, avoir de l'argent, finalement, si tu essaies de minimiser le type de bien, le bien personnel, tu y arriveras, mais ce ne sera pas le cas. te sera d'une grande utilité",17,pt
15835,"Ouais, mais je suis tout à fait d'accord, mais je veux dire, un système collaboratif un peu imaginatif rapporte de l'argent en fin de compte si vous essayez de minimiser le genre de bien personnel que vous pourrez faire, mais cela ne vous sera pas très utile.",17,pa
15836,"oui, mais je suis tout à fait d'accord, mais ce que je veux dire, c'est que dans un système collaboratif un peu fantaisiste, avoir de l'argent à la fin, si vous essayez de minimiser le genre de bien, de bien personnel, que vous allez pouvoir faire, mais ce n'est pas le cas - cela vous sera d'une grande utilité",17,ro
