,PAROLES,Dimension Dialogique,Langue
889,donc ça marche bien mais c'est terrible la vie à la campagne là-bas c'est terrible les vieux que leurs enfants vont secouer dans ce coin-là.,1,ig
890,"donc ça marche très bien mais la vie communautaire là-bas est très mauvaise, les personnes âgées, les enfants, ils auraient peur si ça arrivait.",1,id
891,donc ça marche très bien mais la vie en communauté est terrible c'est terrible les vieux les enfants ils vont flipper avec ça à part,1,ga
892,"donc ça marche très bien, mais la vie communautaire là-bas est horrible, les personnes âgées et les enfants, à part ça, vont flipper",1,it
893,"Cela fonctionne très bien, mais la vie en communauté là-bas est épouvantable pour les personnes âgées et les enfants.",1,ja
894,donc ça marche très bien mais la vie d'une société horrible est quelque chose qui fait peur aux parents d'enfants dont on se moquera.,1,jw
895,"Donc ça marche très bien mais c'est une vie communautaire terrible où c'est terrible, les vieux, les enfants la mettent de côté et ça fait peur.",1,kn
896,"donc ça marche très bien, mais c'est une vie communautaire épouvantable, c'est épouvantable les vieux, ils font peur aux enfants avec ça",1,kk
897,"Donc ça marche vraiment bien, mais c'est une vie communautaire horrible là-bas, c'est tellement horrible, les personnes âgées, les enfants qu'ils seront terrorisés.",1,km
898,"Donc ça marche très bien, mais la vie communautaire là-bas est terrible. Mis à part les personnes âgées et les enfants, ce serait terrible.",1,ko
899,"donc ça marche très bien mais la vie communautaire là-bas est terrible, les personnes âgées et les enfants avec qui ils vont faire peur sont terribles",1,ku
900,"donc ça marche très bien, mais la terrible vie sociale ici, ce sont les terribles vieux, qui, à part ça, font peur aux enfants",1,ky
901,"Donc ça marche très bien, mais c'est une vie communautaire effrayante là-bas, ça fait peur pour les personnes âgées, les enfants qui vont paniquer là-bas.",1,lo
902,"donc il s'en sort très bien mais la vie communautaire là-bas est horrible, c'est horrible les vieux et les enfants sont monstrueux avec ce déclin.",1,la
903,"donc ça marche vraiment bien mais c'est une vie communautaire épouvantable, c'est épouvantable les vieux, les enfants ils vont se foutre de ça à côté",1,lv
904,"donc ça marche très bien, mais là-bas, la vie communautaire horrible, les personnes âgées et les enfants horribles, ils vont paniquer avec ça.",1,lt
905,donc ça marche très bien mais c'est terrible la vie en communauté là bas c'est terrible les vieux les enfants ils flippent avec ça,1,lb
906,"donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible les personnes âgées, les enfants avec qui ils vont traîner",1,mk
907,"donc ça marche très bien mais la vie de la société là-bas est terrible, les personnes âgées sont terribles, les enfants vont en être troublés.",1,mg
908,"donc ça marche bien mais c'est une vie communautaire horrible là-bas, c'est horrible, les vieux et les enfants vont paniquer avec ça.",1,ms
909,"Donc ça marche très bien, mais c'est une vie communautaire épouvantable là-bas, et les personnes âgées vont paniquer si elles la quittent.",1,ml
910,donc ça marche très bien mais c'est horrible la vie en communauté là bas c'est horrible les personnes âgées les enfants qui vont s'en plaindre à part,1,mt
911,"donc le travail est très bon mais la société est mauvaise là-bas, les vieux font peur aux enfants et ils ont des ennuis de l'autre côté.",1,mi
912,"Donc ça marche très bien mais la vie sociale y est terrible, les personnes âgées et les enfants auront peur de la mettre de côté",1,mr
913,"donc ça marche très bien, mais la vie sociale là-bas est terrible, les vieux, les enfants, c'est terrible qu'ils vont manquer ça.",1,mn
914,"C'est formidable, mais cela exclut les personnes âgées et les enfants d'une horrible vie communautaire, et c'est horrible.",1,my
915,"Donc ça marche très bien mais c'est effrayant la vie communautaire là-bas, ça fait peur aux vieux, aux enfants, ils vont avoir peur de le quitter.",1,ne
916,donc ça marche vraiment bien mais c'est une vie communautaire terrible où c'est terrible les enfants plus âgés vont être méchants avec ça à part,1,no
917,"Donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible pour les personnes âgées qui ont des enfants qu'elles vont laisser derrière elles.",1,or
918,"Donc ça marche très bien mais c'est une vie communautaire horrible, c'est horrible pour les adultes et les enfants",1,ps
919,"Donc ça marche très bien, mais la vie sociale là-bas est terrible.",1,fa
920,"donc ça marche très bien, mais la vie sociale là-bas est épouvantable. Cela mis à part, les personnes âgées et les enfants seront terribles.",1,pl
921,donc ça marche très bien mais c'est horrible la vie communautaire là-bas est horrible les personnes âgées les enfants vont devenir fous avec ça à part,1,pt
922,"Donc ça marche très bien mais c'est une vie communautaire horrible, ces vieux et ces enfants vont en être effrayés.",1,pa
923,"donc ça marche vraiment bien mais c'est une vie communautaire horrible là-bas, c'est horrible les vieux et les enfants qu'ils vont effrayer avec ça à part",1,ro
924,"donc ça marche très bien, mais la vie sociale là-bas est terrible, c'est terrible, les personnes âgées et les enfants qui vont en devenir fous",1,ru
925,donc c'est très utile mais la vie communautaire là-bas est mauvaise les adultes sont les enfants ils vont avoir peur de ça.,1,sm
926,donc ça marche très bien mais c'est une vie communautaire terrible là-bas c'est terrible les vieux les enfants ils vont s'embêter avec ça mis à part,1,gd
927,"donc ça marche très bien mais c'est terrible la vie communautaire là-bas, c'est terrible les vieux les enfants ils vont en devenir fous",1,sr
928,"donc ça marche très bien mais c'est une vie publique horrible là-bas, ça fait peur pour les vieux qui vont se confondre avec eux à côté.",1,st
929,donc ça marche vraiment bien mais c'est la vie effrayante dans la communauté qui effraie les personnes âgées et les enfants qu'ils vont effrayer ça de côté,1,sn
930,"Donc ça marche très bien mais c'est une vie associative terrible là-bas, c'est des personnes âgées et des enfants terribles qui vont s'ennuyer à les mettre de côté.",1,sd
931,"Donc ça marche très bien mais c'est une vie communautaire épouvantable là-bas, les personnes âgées vont les mettre à l'écart et les contrarier.",1,si
932,"donc ça marche très bien mais c'est terrible la vie en communauté, c'est terrible, les personnes âgées, les enfants, ils vont devenir fous",1,sk
933,"donc ça marche très bien, mais la vie communautaire là-bas est terrible, les personnes âgées et les enfants sont terribles, ils vont être intimidés par eux.",1,sl
934,"Ça marche très bien mais c'est une très mauvaise vie sociale, c'est horrible pour les vieux et les enfants ils vont en souffrir sauf",1,so
935,"Donc ça marche très bien mais la vie communautaire là-bas est horrible, les personnes âgées sont horribles, les enfants vont avoir peur à part ça.",1,es
936,donc ça marche très bien mais c'est horrible la vie des gens là bas c'est horrible les personnes âgées leurs enfants vont flipper avec ce côté là,1,su
937,"donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible les vieux et les enfants vont venir se battre avec eux séparément.",1,sw
938,donc ça marche très bien mais c'est une vie communautaire horrible où c'est horrible les enfants plus âgés vont paniquer avec ça mis à part,1,sv
939,"donc ça marche très bien mais la vie en communauté est terrible il y a des vieux c'est terrible, les enfants ils s'énervent contre ça",1,tg
940,Donc ça marche bien mais c'est terrible la vie sociale où c'est terrible les vieux sans parler des enfants,1,ta
941,"Donc ça marche très bien mais c'est une vie communautaire terrible là-bas, c'est terrible à part les personnes âgées et les enfants",1,te
942,Il fonctionne très bien. Mais la vie en communauté est mauvaise. C'est mauvais pour les personnes âgées et les enfants. Ils en seront également choqués.,1,th
943,"Je veux dire, ça marche très bien, mais la vie sociale est nulle, les vieux et les enfants aussi, ça part, ça va les rendre fous.",1,tr
944,"donc ça marche très bien mais il y a une vie communautaire épouvantable, des personnes âgées et des enfants épouvantables dont ils vont avoir peur",1,uk
945,"Donc ça marche très bien mais c'est une vie communautaire horrible, il y a ces vieux et les enfants c'est horrible d'être mis de côté et ils vont avoir peur.",1,ur
946,"Cela fonctionne donc très bien, mais la terrible vie communautaire là-bas laisse les personnes âgées horriblement marginalisées.",1,ug
947,"donc ça marche très bien, mais c'est une vie de société terrible là-bas, des vieux, des enfants terribles, ils mettent ça de côté",1,uz
948,"donc ça marche très bien mais la vie communautaire là-bas est terrible, terrible pour les vieux et les enfants, ils deviendraient fous s'ils mettaient ça de côté",1,vi
949,donc ça marche très bien mais c'est horrible la vie en communauté là-bas c'est horrible les personnes âgées les enfants ils vont flipper avec ça à part,1,cy
950,donc ça marche très bien mais la vie sociale est mauvaise là où ça force les adultes et les enfants en seront choqués.,1,xh
951,Donc ça marche très bien mais c'est terrible la communauté qui vit là-bas c'est terrible les personnes âgées les enfants ils vont s'amuser avec ça particulier,1,yi
952,donc ça marche très bien mais c'est une vie communautaire horrible là-bas et ça fait peur aux vieux et aux enfants de se retirer avec cette partie.,1,yo
953,donc ça marche très bien mais ça nuit à la vie publique quand ça fait peur aux adultes et les enfants seront confus à ce sujet sur le côté,1,zu
954,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,af
955,sur quoi tu t'es vite retrouvé dans l'opposition tout le temps,2,sq
956,"Dans ce cas, on se retrouve toujours vite dans l’opposition",2,am
957,Dans ce cas on se retrouve vite tout le temps dans l’opposition,2,ar
958,auquel cas tu t'es vite retrouvé dans l'opposition,2,hy
959,auquel cas tu t'es vite retrouvé dans l'opposition,2,az
960,"dans ce cas-là, tu t'es vite retrouvé dans l'opposition tout le temps",2,eu
961,dans ce cas on se retrouve vite tout le temps dans l'opposition,2,be
962,"Dans ce cas, on se retrouve vite et tout le temps en désaccord",2,bn
963,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,bs
964,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,bg
965,auquel cas on se retrouve vite tout le temps dans l'opposition,2,ca
966,auquel cas on se retrouve facilement tout le temps dans l'opposition,2,ceb
967,c'est comme ça que tu t'es retrouvé en opposition constante,2,ny
968,"Dans ce cas, vous vous retrouverez bientôt constamment à vous opposer",2,zh-cn
969,"Dans ce cas, vous vous retrouverez bientôt constamment à vous opposer",2,zh-tw
970,auquel cas on se retrouve vite tout le temps dans l'opposition,2,co
971,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,hr
972,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,cs
973,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,da
974,dans ce cas tu t'es vite retrouvé dans une opposition constante,2,nl
975,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,en
976,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,eo
977,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,et
978,où on se retrouve vite tout le temps dans l'opposition,2,tl
979,sur quoi tu t'es vite retrouvé dans l'opposition tout le temps,2,fi
980,auquel cas tu t'es vite retrouvé dans l'opposition,2,fy
981,auquel cas il s'est vite retrouvé dans l'opposition tout le temps,2,gl
982,Dans ce cas on se retrouve vite tout le temps dans l’opposition,2,ka
983,Dans ce cas vous vous êtes vite retrouvé constamment en opposition,2,de
984,donc tu t'es vite retrouvé dans l'opposition tout le temps,2,el
985,Auquel cas on se retrouve vite tout le temps dans l’opposition,2,gu
986,dans ce cas on se retrouve vite dans l'opposition tout le temps,2,ht
987,"de cette façon, vous vous retrouvez rapidement en opposition à tout moment",2,ha
988,auquel cas tu te retrouves tout de suite dans l'opposition tout le temps,2,haw
989,Et dans ce cas-là tu t'es vite retrouvé constamment dans l'opposition,2,iw
990,Et dans ce cas-là tu t'es vite retrouvé constamment dans l'opposition,2,he
991,Dans une telle situation tu te retrouvais tout le temps dans l’opposition,2,hi
992,Auquel cas on se retrouve vite tout le temps dans l’opposition,2,hmn
993,"dans de tels cas, il se retrouva rapidement en opposition constante",2,hu
994,auquel cas tu es vite entré dans l'opposition tout le temps,2,is
995,"Ce faisant, vous vous retrouvez rapidement en opposition constante",2,ig
996,dans ce cas on se retrouve vite dans l'opposition tout le temps,2,id
997,et dans ce cas tu t'es vite opposé tout le temps,2,ga
998,auquel cas tu te trouvais toujours immédiatement en opposition,2,it
999,"Dans ce cas, vous avez vite compris que vous étiez toujours contre",2,ja
1000,dans le cas où tu te retrouves vite dans l'opposition tout le temps,2,jw
1001,Dans ce cas on se retrouve vite tout le temps dans l’opposition,2,kn
1002,dans ce cas tu t'es vite retrouvé en opposition constante,2,kk
1003,"Dans ce cas, on se retrouve vite dans l’opposition.",2,km
1004,"Ensuite, vous avez toujours été confronté à une opposition.",2,ko
1005,dans ce cas tu t'es vite retrouvé toujours dans l'opposition,2,ku
1006,"A ce stade, vous êtes rapidement dans l'opposition",2,ky
1007,Au cas où tu te retrouverais vite dans l'opposition tout le temps,2,lo
1008,auquel cas tu t'es vite retrouvé tout le temps face à ça,2,la
1009,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,lv
1010,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,lt
1011,dans ce cas tu t'es très vite retrouvé dans l'opposition,2,lb
1012,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,mk
1013,puis on se retrouve vite dans l'opposition tout le temps,2,mg
1014,auquel cas on se retrouve vite tout le temps dans l'opposition,2,ms
1015,"Dans ce cas, vous êtes toujours en désaccord",2,ml
1016,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,mt
1017,dans ce cas tu le trouveras tout le temps en opposition,2,mi
1018,"Dans une telle situation, on se retrouve vite et tout le temps en désaccord.",2,mr
1019,auquel cas tu te contredis toujours,2,mn
1020,"Dans cette situation, vous vous retrouvez rapidement et tout le temps dans la direction opposée.",2,my
1021,Dans lequel tu te retrouves bientôt en désaccord tout le temps,2,ne
1022,"si c'est le cas, tu t'es vite retrouvé dans l'opposition tout le temps",2,no
1023,Auquel cas vous vous êtes vite retrouvé face à une opposition,2,or
1024,Auquel cas on se retrouve vite dans l’opposition à tout moment,2,ps
1025,"Dans ce cas, on se retrouve vite face à l'habituel",2,fa
1026,"dans ce cas, vous vous êtes rapidement et constamment retrouvé en opposition",2,pl
1027,"Dans ce cas-là, vous vous êtes vite retrouvé dans l'opposition depuis le début",2,pt
1028,Auquel cas tu te retrouves tout le temps dans l’opposition,2,pa
1029,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,ro
1030,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,ru
1031,auquel cas on se retrouve vite en opposition constante,2,sm
1032,dans cette situation tu étais rapidement contre lui tout le temps,2,gd
1033,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,sr
1034,où tu t'es vite retrouvé dans l'opposition tout le temps,2,st
1035,donc tu t'es vite retrouvé en opposition constante,2,sn
1036,Dans ce cas on se retrouve vite tout le temps dans l’opposition,2,sd
1037,"Dans ce cas, vous vous êtes toujours opposé rapidement",2,si
1038,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,sk
1039,dans ce cas tu t'es vite retrouvé dans l'opposition tout le temps,2,sl
1040,puis on se retrouve vite en opposition à chaque fois,2,so
1041,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,es
1042,dans ce cas on se retrouve vite dans l'opposition tout le temps,2,su
1043,dans ce cas tu t'es vite retrouvé dans l'opposition tout le temps,2,sw
1044,auquel cas tu t'es vite retrouvé dans l'opposition tout le temps,2,sv
1045,puis tu te retrouves vite en désaccord tout le temps,2,tg
1046,"Dans ce cas, tu te contredis vite tout le temps",2,ta
1047,"Dans ce cas, vous êtes vite dans l'opposition tout le temps",2,te
1048,"Dans ce cas, vous vous retrouvez rapidement et constamment confronté à une résistance.",2,th
1049,auquel cas tu t'es vite retrouvé toujours dans l'opposition,2,tr
1050,auquel cas on se retrouve vite tout le temps dans l'opposition,2,uk
1051,Dans ce cas tu te retrouves tout le temps dans l’opposition,2,ur
1052,Dans cette situation tu seras toujours dans l'opposition,2,ug
1053,puis tu te retrouves vite toujours dans l'opposition,2,uz
1054,auquel cas on se retrouve vite toujours dans l'opposition,2,vi
1055,"et si c'est le cas, tu es vite devenu l'opposition tout le temps",2,cy
1056,où il s'est vite retrouvé dans l'opposition tout le temps,2,xh
1057,Auquel cas tu t’es vite retrouvé dans l’opposition tout le temps,2,yi
1058,dans lequel il se retrouve rapidement à chaque fois un adversaire,2,yo
1059,puis on se retrouve vite à se contredire tout le temps,2,zu
1060,ben non si ta batterie est morte parce que tu as trop utilisé ok tu as l'air un peu con tu dois bouger le cul pour la recharger quoi,2,af
1061,ben pas si ta batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger le cul pour la recharger,2,sq
1062,Ben non si ta batterie est vide tu as l'air un peu bête parce que tu as tellement bien mangé qu'il faut bouger ton cul pour la recharger.,2,am
1063,"Ben non, si ta batterie est morte parce que tu en as épuisé beaucoup pour de bon, et que tu as l'air un peu con, tu dois bouger le cul pour la recharger, quoi ?",2,ar
1064,"ben non, si ta batterie est morte parce que tu l'as trop bien vidée, tu as l'air un peu bête, tu dois bouger le cul pour aller la recharger.",2,hy
1065,"ben non, si ta batterie est vide parce que tu consommes trop bien, tu as l'air un peu con, tu dois bouger le cul pour la recharger.",2,az
1066,"Bon, pas si la batterie est morte parce que tu en as trop utilisé, tu as l'air un peu con il faut bouger le cul pour recharger quoi",2,eu
1067,ben non quand la batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con il faut bouger le cul pour aller la charger quoi,2,be
1068,Ben si ta batterie est vide parce que tu l'utilises tellement bien que tu as l'air un peu bête tu dois bouger tes fesses pour la recharger ?,2,bn
1069,ben pas si ta batterie est morte parce que tu as trop dépensé tu as l'air un peu con tu dois bouger le cul pour la recharger quoi,2,bs
1070,"ah non, si ta batterie est morte parce que tu as trop épuisé, tu as l'air un peu bête, tu dois bouger le cul pour aller la charger quoi",2,bg
1071,ben non si la batterie est vide parce que tu as trop utilisé bien tu as l'air un peu con tu dois bouger le cul pour aller la charger quoi,2,ca
1072,ben pas si ta batterie est vide parce que tu es déjà mort tu es cheap et con tu dois bouger le cul pour recharger quoi,2,ceb
1073,ben non si ta batterie est vide parce que tu as tellement bien mangé tu as l'air d'un imbécile tu dois bouger tes fesses pour recharger,2,ny
1074,"Eh bien, si votre batterie se décharge parce que vous avez trop consommé, vous avez l'air un peu idiot et vous devez bouger vos fesses pour recharger quelque chose.",2,zh-cn
1075,"Eh bien, si votre batterie se décharge parce que vous avez trop consommé, vous avez l'air un peu idiot et vous devez bouger vos fesses pour recharger quelque chose.",2,zh-tw
1076,ben non si ta batterie est vide parce que tu as trop consommé ben tu as l'air un peu con tu dois bouger le cul pour aller recharger quoi,2,co
1077,"Ben pas si ta batterie est vide parce que tu as trop dépensé, ben tu as l'air un peu con, il faut bouger le cul pour aller la recharger, quoi",2,hr
1078,ben non si ta batterie est morte parce que tu as trop utilisé tu as l'air un peu bête tu dois bouger le cul pour la recharger,2,cs
1079,ben non si ta batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger le cul pour la recharger quoi,2,da
1080,ben non si ta batterie est à plat parce que tu as trop utilisé tu as l'air un peu con tu dois bouger tes fesses pour la charger quoi,2,nl
1081,ben non si ta batterie est vide parce que tu as trop consommé bien tu as l'air un peu con tu dois bouger le cul pour aller la recharger quoi,2,en
1082,ben non si ta batterie est vide parce que tu as trop consommé tu as l'air un peu con tu dois bouger tes fesses pour aller la recharger quoi,2,eo
1083,ben non si ta batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger ton cul pour aller la recharger,2,et
1084,ben pas si ta batterie est vide parce que tu as trop consommé bien tu as l'air con tu dois bouger le cul pour la recharger quoi,2,tl
1085,ben non si ta batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger le cul pour charger quoi,2,fi
1086,ben non si ta batterie est faible parce que tu as trop consommé tu as l'air un peu con tu dois bouger tes fesses pour la recharger un peu,2,fy
1087,ben pas si la batterie est vide parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger le cul pour aller la recharger quoi,2,gl
1088,"Non, si la batterie est morte parce que tu l'as trop utilisée, tu as l'air un peu bête, tu dois bouger le cul pour la recharger",2,ka
1089,"Ben non, si ta batterie est à plat parce que tu as trop utilisé alors tu as l'air un peu con, il faut bouger le cul pour la recharger",2,de
1090,ben pas si ta batterie est morte parce que tu as trop épuisé bien tu as l'air un peu bête tu dois te secouer le cul pour la recharger,2,el
1091,"Pas bien si votre batterie est vide parce que vous l'avez si bien épuisée, vous aurez l'air un peu idiot si vous devez bouger vos fesses pour la recharger.",2,gu
1092,ben non si ta batterie est vide parce que tu consommes trop bien tu as l'air un peu con tu dois bouger le cul pour la recharger quoi,2,ht
1093,"Eh bien, si votre batterie est morte parce que vous avez trop bu, vous pensez que quelqu'un est un imbécile et vous devez vous pousser le cul pour la recharger.",2,ha
1094,"Alors, si ton bureau n'est pas vide parce que tu n'as plus de bien, tu es un idiot, il faut bouger ton cul pour récupérer le truc.",2,haw
1095,ben non si ta batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger le cul pour aller la charger quoi,2,iw
1096,ben non si ta batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger le cul pour aller la charger quoi,2,he
1097,"Ben non, si ta batterie est vide à force de trop consommer, tu as l'air un peu con, tu dois te secouer le cul pour la recharger, que se passe-t-il ?",2,hi
1098,pas si ta batterie est vide parce que tu as trop bien mangé tu as l'air un peu con tu dois reculer ton cul qu'est-ce que tu fais,2,hmn
1099,"Eh bien, pas si la batterie est morte parce qu'elle a trop consommé. Eh bien, vous avez l'air bien. Vous devez bouger le cul pour la charger.",2,hu
1100,ben non si ta batterie est morte parce que tu as trop consommé bien tu as l'air un peu con tu dois bouger tes fesses pour aller la recharger quoi,2,is
1101,"oui, si ta batterie est morte parce que tu as trop mangé, tu te sens bête de bouger ton cul pour la recharger quoi",2,ig
1102,ben non si ta batterie est vide parce que tu as trop utilisé ouais tu as l'air un peu con il faut bouger fort pour la recharger quoi,2,id
1103,ben non si ta batterie est vide parce que tu as trop mangé tu as l'air un peu con tu dois bouger tes fesses pour la recharger quoi,2,ga
1104,ben non si ta batterie est à plat parce que tu as trop consommé bien tu as l'air un peu con tu dois bouger le cul pour aller la recharger quoi,2,it
1105,"Non, ça a l'air un peu bête si tu utilises trop de batterie et que la batterie est vide, il faut bouger le cul pour la recharger",2,ja
1106,oui non si la batterie est vide parce que tu en as tellement tu as l'air un peu con il faut bouger le cul pour recharger quoi,2,jw
1107,"Et bien non, tu ferais mieux de le manger si ta batterie est à plat parce que tu aurais l'air un peu bête de devoir bouger ton cul pour la recharger.",2,kn
1108,"non, si ta batterie est vide parce que tu en as trop utilisé, tu as l'air un peu bête, tu dois bouger le cul pour la recharger.",2,kk
1109,"Bon, si ta batterie s'épuise parce que tu manges trop, tu as l'air un peu con, tu dois déplacer ton âne pour la recharger.",2,km
1110,"Eh bien, cela semble un peu stupide lorsque vous utilisez tellement de batterie qu'elle s'éteint. Je dois aller me ressourcer.",2,ko
1111,ok non si ta batterie est morte parce que tu as trop mangé tu as l'air un peu con tu dois te secouer les fesses pour la recharger quoi,2,ku
1112,"Non, si votre batterie est morte parce que vous l'avez trop épuisée, vous aurez l'air un peu idiot de devoir bouger vos fesses pour la recharger.",2,ky
1113,"Non, si ta batterie est vide parce que tu as trop mangé, tu as l'air un peu bête, tu dois bouger ton cul pour la remplir.",2,lo
1114,c'est pas bien si ta batterie est vide parce que tu dépense trop bien tu as l'air un peu con qui bouge ton cul pour la recharger,2,la
1115,"ben non, si ta batterie est morte parce que tu en utilises trop, ben tu as l'air un peu bête, tu dois bouger le cul pour la recharger.",2,lv
1116,"ah non, si ta batterie est morte parce que tu l'utilises trop tu as l'air un peu bête, tu dois bouger le cul pour aller la recharger.",2,lt
1117,ben non si la batterie est vide parce que t'as trop utilisé tu as l'air un peu con tu dois bouger le cul pour la charger quoi,2,lb
1118,"ben non, si ta batterie est morte parce que tu as dépensé trop de bien, tu as l'air un peu con, il faut bouger le cul pour aller la recharger",2,mk
1119,ben non si ta batterie est à plat parce que tu as trop mangé ça a l'air un peu con il faut bouger le cul pour la récupérer quoi,2,mg
1120,ben non si ta batterie est morte parce que tu en utilises trop bien tu as l'air un peu con tu dois bouger le cul pour recharger quoi,2,ms
1121,"Ben non, si ta batterie est à plat, tu as l'air un peu bête parce que tu as tellement bien mangé qu'il faut bouger ton cul pour la recharger.",2,ml
1122,ben non si ta batterie est vide parce que tu as trop consommé ça a l'air un peu con tu dois te promener le cul pour aller la recharger,2,mt
1123,non non si ta batterie est épuisée parce que tu as trop épuisé tu as l'air con tu dois bouger ton cul pour la recharger pourquoi pas,2,mi
1124,"Et bien non, si votre batterie est morte parce que vous avez trop consommé, vous avez l'air un peu bête et devez vous secouer le cul pour recharger.",2,mr
1125,"Non, si votre batterie est à plat, que vous avez l'air stupide d'en avoir trop utilisé, vous devez bouger vos fesses pour la recharger.",2,mn
1126,"Si vous êtes vide parce que vous n'avez plus de batterie, vous avez l'air un peu idiot. Il faut bouger ses fesses pour se ressourcer.",2,my
1127,Et bien si ta batterie est vide parce que tu as consommé tellement de bien tu as l'air un peu con il faut bouger ton cul pour la recharger.,2,ne
1128,ben non si la batterie est morte parce que tu as trop consommé bien tu as l'air un peu bête il faut bouger tes fesses pour la recharger,2,no
1129,Ben non si ta batterie est morte parce que tu as trop mangé tu as l'air un peu bête de devoir bouger ton cul pour la recharger.,2,or
1130,Et bien pas si ta batterie est vide parce que tu as dépensé tellement de bien tu as l'air un peu bête tu dois bouger ton cul pour la recharger.,2,ps
1131,"Ben non, si ta batterie est morte parce que tu l'as trop bien épuisée, tu as l'air un peu bête, tu dois bouger le cul pour la recharger.",2,fa
1132,"ben non, si ta batterie est morte parce que tu en as trop utilisé, ben tu as l'air un peu con, tu dois bouger le cul pour la recharger, ce qui",2,pl
1133,"ben non, si ta batterie est vide parce que tu l'as trop bien consommé, tu as l'air un peu con, tu dois bouger le cul pour la recharger, ce qui",2,pt
1134,Ben si ta batterie est vide parce que tu as trop consommé tu as l'air un peu bête tu dois bouger le cul pour la recharger.,2,pa
1135,"ben non, si ta batterie est vide parce que tu as trop utilisé, tu as l'air un peu con, il faut bouger le cul pour aller la recharger",2,ro
1136,"ben non, si ta batterie est morte parce que tu as trop mangé, tu as l'air un peu con, tu dois bouger ton cul pour la recharger, quoi",2,ru
1137,ben non si ta batterie est vide parce que tu consommes trop bien tu as l'air con tu dois bouger ton cul tu vas recharger quoi,2,sm
1138,ben non si ta batterie est vide parce que tu as trop bien mangé tu as l'air un peu con tu dois bouger le cul pour reculer quoi,2,gd
1139,ben pas si ta batterie est morte parce que tu as trop dépensé tu as l'air un peu con tu dois bouger le cul pour la recharger quoi,2,sr
1140,"Bon, si ta batterie est morte parce que tu as trop bien mangé, tu as l'air con, tu dois bouger ton cul pour la recharger.",2,st
1141,ben pas si ta batterie est vide parce que tu as trop mangé tu as l'air d'un imbécile tu dois bouger ton cul pour aller la recharger,2,sn
1142,Ben non si ta batterie est morte parce que tu as tellement utilisé tu as l'air un peu bête tu dois te promener le cul pour la recharger,2,sd
1143,"Ben non, si ta batterie est vide parce que tu as bien consommé, tu as l'air un peu bête, et tu dois bouger le cul pour la recharger.",2,si
1144,"ah non, si ta batterie est morte parce que tu en as trop utilisé, tu as l'air un peu bête, tu dois bouger le cul pour la recharger",2,sk
1145,"ben non, si ta batterie est vide parce que tu as trop dépensé tu as l'air un peu con tu dois bouger le cul pour aller la charger quoi",2,sl
1146,Et bien non si la batterie est vide parce que vous l'avez bien utilisée ça parait un peu bête de devoir bouger la queue pour la remplir.,2,so
1147,ben pas si ta batterie est vide parce que tu as trop consommé ben tu as l'air un peu con tu dois te démerder pour aller la recharger quoi,2,es
1148,Pas si ta batterie est vide parce que tu as trop mangé tu as l'air un peu con tu dois bouger ton cul pour recharger quoi,2,su
1149,non si ta batterie est vide parce que tu l'as tellement bien utilisée tu as l'air bête tu dois bouger le cul pour la recharger.,2,sw
1150,oui non si ta batterie est morte parce que tu as trop bien utilisé tu as l'air un peu con tu dois bouger tes fesses pour la recharger,2,sv
1151,"c'est pas bien si ta batterie est morte parce que tu as trop consommé, tu as l'air un peu bête, tu dois bouger le cul pour la recharger",2,tg
1152,"Eh bien, si votre batterie est à plat et que vous avez l'air un peu idiot parce que vous avez tellement consommé, vous devez bouger vos fesses pour la recharger.",2,ta
